sequence	md5	length	database	accession	description	start	end	evalue	post_processed	date	entry	name
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	PRINTS	PR01934	Interleukin-19 signature	90	101	1.0E-14	T	13-03-2023	IPR020421	Interleukin-19
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	PRINTS	PR01934	Interleukin-19 signature	131	144	1.0E-14	T	13-03-2023	IPR020421	Interleukin-19
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	18	-	T	13-03-2023	-	-
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	SUPERFAMILY	SSF47266	4-helical cytokines	24	172	2.81E-50	T	13-03-2023	IPR009079	Four-helical cytokine-like, core
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	FunFam	G3DSA:1.20.1250.10:FF:000019	Interleukin 20	19	176	3.4E-89	T	13-03-2023	-	-
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	24	-	T	13-03-2023	-	-
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	18	-	T	13-03-2023	-	-
sp|Q9UHD0|IL19_HUMAN	b02fa9bcbd48a1474de3b3072712bcab	177	Gene3D	G3DSA:1.20.1250.10	-	19	177	2.7E-58	T	13-03-2023	IPR009079	Four-helical cytokine-like, core
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	103	121	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	FunFam	G3DSA:1.10.1220.70:FF:000001	Olfactory receptor	274	306	4.3E-15	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	50	60	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	61	83	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	SUPERFAMILY	SSF81321	Family A G protein-coupled receptor-like	2	311	1.37E-84	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	294	320	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	242	264	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	263	273	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	26	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	FunFam	G3DSA:1.20.1070.10:FF:000005	Olfactory receptor	22	309	0.0	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Gene3D	G3DSA:1.20.1070.10	-	22	316	1.7E-51	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	ProSitePatterns	PS00237	G-protein coupled receptors family 1 signature.	111	127	-	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	ProSiteProfiles	PS50262	G-protein coupled receptors family 1 profile.	42	291	30.722803	T	13-03-2023	IPR017452	GPCR, rhodopsin-like, 7TM
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	84	102	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	274	293	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00245	Olfactory receptor signature	93	104	5.3E-24	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00245	Olfactory receptor signature	130	142	5.3E-24	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00245	Olfactory receptor signature	177	193	5.3E-24	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00245	Olfactory receptor signature	237	246	5.3E-24	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00245	Olfactory receptor signature	284	295	5.3E-24	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	201	222	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Pfam	PF13853	Olfactory receptor	35	308	2.6E-55	T	13-03-2023	IPR000725	Olfactory receptor
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	223	241	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	CDD	cd15947	7tmA_OR2B-like	26	295	0.0	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	122	140	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	99	121	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	274	293	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	27	49	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	160	200	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	27	49	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	141	159	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	27	51	1.4E-14	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	60	81	1.4E-14	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	105	127	1.4E-14	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	200	223	1.4E-14	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	273	299	1.4E-14	T	13-03-2023	IPR000276	G protein-coupled receptor, rhodopsin-like
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	242	262	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	141	163	-	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	PANTHER	PTHR26453	OLFACTORY RECEPTOR	11	303	1.1E-130	T	13-03-2023	-	-
sp|Q8N628|OR2C3_HUMAN	fd0439ccf167916869064e411f0d3e81	320	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	200	222	-	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	PIRSF	PIRSF000193	P5CR	8	274	5.1E-80	T	13-03-2023	IPR000304	Pyrroline-5-carboxylate reductase
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	TIGRFAM	TIGR00112	proC: pyrroline-5-carboxylate reductase	11	271	6.0E-78	T	13-03-2023	IPR000304	Pyrroline-5-carboxylate reductase
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	Pfam	PF03807	NADP oxidoreductase coenzyme F420-dependent	10	104	3.0E-15	T	13-03-2023	IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	Gene3D	G3DSA:1.10.3730.10	-	170	274	3.0E-39	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	ProSitePatterns	PS00521	Delta 1-pyrroline-5-carboxylate reductase signature.	227	249	-	T	13-03-2023	IPR000304	Pyrroline-5-carboxylate reductase
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	PANTHER	PTHR11645	PYRROLINE-5-CARBOXYLATE REDUCTASE	9	273	7.4E-95	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	FunFam	G3DSA:1.10.3730.10:FF:000003	Pyrroline-5-carboxylate reductase 1, mitochondrial	170	274	3.8E-46	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	FunFam	G3DSA:3.40.50.720:FF:000367	Pyrroline-5-carboxylate reductase	3	169	5.3E-90	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	Pfam	PF14748	Pyrroline-5-carboxylate reductase dimerisation	167	271	2.2E-36	T	13-03-2023	IPR029036	Pyrroline-5-carboxylate reductase, dimerisation domain
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	Gene3D	G3DSA:3.40.50.720	-	3	169	2.4E-48	T	13-03-2023	-	-
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	Hamap	MF_01925	Pyrroline-5-carboxylate reductase [proC].	9	271	24.900257	T	13-03-2023	IPR000304	Pyrroline-5-carboxylate reductase
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	9	165	1.46E-30	T	13-03-2023	IPR036291	NAD(P)-binding domain superfamily
sp|Q53H96|P5CR3_HUMAN	d63dc928ea23ce168dc15f6ae7cf4a8e	274	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	166	273	5.1E-34	T	13-03-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Pfam	PF08953	Domain of unknown function (DUF1899)	3	68	1.7E-31	T	13-03-2023	IPR015048	Domain of unknown function DUF1899
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	126	164	10.07378	T	13-03-2023	-	-
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	PANTHER	PTHR10856	CORONIN	1	471	0.0	T	13-03-2023	IPR015505	Coronin
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SMART	SM00320	WD40_4	66	109	6.9E-8	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SMART	SM00320	WD40_4	162	202	9.1E-5	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SMART	SM00320	WD40_4	119	159	1.9E-5	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Pfam	PF00400	WD domain, G-beta repeat	173	202	0.021	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Pfam	PF00400	WD domain, G-beta repeat	122	159	0.025	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Pfam	PF00400	WD domain, G-beta repeat	76	108	3.5E-5	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	FunFam	G3DSA:2.130.10.10:FF:000003	Coronin	1	350	0.0	T	13-03-2023	-	-
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	76	118	11.678087	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Pfam	PF16300	Type of WD40 repeat	343	385	9.9E-22	T	13-03-2023	-	-
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	Gene3D	G3DSA:2.130.10.10	-	1	350	0.0	T	13-03-2023	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	146	160	-	T	13-03-2023	IPR019775	WD40 repeat, conserved site
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	126	168	13.048234	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	76	110	9.54651	T	13-03-2023	-	-
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SMART	SM01166	DUF1899_3	3	67	3.3E-38	T	13-03-2023	IPR015048	Domain of unknown function DUF1899
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	170	211	9.773251	T	13-03-2023	IPR001680	WD40 repeat
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SUPERFAMILY	SSF50978	WD40 repeat-like	53	302	5.31E-41	T	13-03-2023	IPR036322	WD40-repeat-containing domain superfamily
sp|Q9ULV4|COR1C_HUMAN	ae5e58d224ebe6c1288a8af288229fe0	474	SMART	SM01167	DUF1900_2	256	390	6.1E-94	T	13-03-2023	-	-
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	Pfam	PF01591	6-phosphofructo-2-kinase	35	249	3.8E-102	T	13-03-2023	IPR013079	6-phosphofructo-2-kinase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	SMART	SM00855	PGAM_5	251	398	8.2E-19	T	13-03-2023	IPR013078	Histidine phosphatase superfamily, clade-1
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	125	139	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	151	165	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	177	191	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	230	251	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	252	274	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PRINTS	PR00991	6-phosphofructo-2-kinase family signature	329	345	3.1E-55	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	Gene3D	G3DSA:3.40.50.1240	-	248	468	2.2E-89	T	13-03-2023	IPR029033	Histidine phosphatase superfamily
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	Gene3D	G3DSA:3.40.50.300	-	38	243	9.5E-90	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	CDD	cd07067	HP_PGM_like	252	437	2.84931E-36	T	13-03-2023	IPR013078	Histidine phosphatase superfamily, clade-1
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PANTHER	PTHR10606	6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE	32	450	0.0	T	13-03-2023	IPR003094	Fructose-2,6-bisphosphatase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	Pfam	PF00300	Histidine phosphatase superfamily (branch 1)	252	434	3.3E-41	T	13-03-2023	IPR013078	Histidine phosphatase superfamily, clade-1
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	ProSitePatterns	PS00175	Phosphoglycerate mutase family phosphohistidine signature.	254	263	-	T	13-03-2023	IPR001345	Phosphoglycerate/bisphosphoglycerate mutase, active site
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	FunFam	G3DSA:3.40.50.1240:FF:000001	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 3 isoform 2	248	466	1.2E-126	T	13-03-2023	-	-
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	SUPERFAMILY	SSF53254	Phosphoglycerate mutase-like	252	466	4.06E-63	T	13-03-2023	IPR029033	Histidine phosphatase superfamily
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	39	250	1.07E-41	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	FunFam	G3DSA:3.40.50.300:FF:000047	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 3 isoform 2	38	247	8.0E-118	T	13-03-2023	-	-
sp|Q16877|F264_HUMAN	d650dde360d9e887dbed7d2f6a507c87	469	PIRSF	PIRSF000709	6PFK_fruc_bisph_Ptase	4	463	0.0	T	13-03-2023	-	-
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	49	84	10.691735	T	13-03-2023	IPR002048	EF-hand domain
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	Pfam	PF01023	S-100/ICaBP type calcium binding domain	4	47	7.4E-22	T	13-03-2023	IPR013787	S100/CaBP-9k-type, calcium binding, subdomain
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	CDD	cd05027	S-100B	2	89	4.27437E-48	T	13-03-2023	IPR028481	Protein S100-B
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	ProSitePatterns	PS00303	S-100/ICaBP type calcium binding protein signature.	57	78	-	T	13-03-2023	IPR001751	S100/Calcium binding protein 7/8-like, conserved site
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	SUPERFAMILY	SSF47473	EF-hand	1	89	2.77E-24	T	13-03-2023	IPR011992	EF-hand domain pair
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	SMART	SM00054	efh_1	53	81	3.1E-5	T	13-03-2023	IPR002048	EF-hand domain
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	FunFam	G3DSA:1.10.238.10:FF:000044	Protein S100	1	92	1.0E-41	T	13-03-2023	-	-
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	Gene3D	G3DSA:1.10.238.10	-	1	92	1.3E-32	T	13-03-2023	-	-
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	PANTHER	PTHR11639	S100 CALCIUM-BINDING PROTEIN	1	90	2.3E-37	T	13-03-2023	-	-
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	Pfam	PF00036	EF hand	54	80	3.4E-6	T	13-03-2023	IPR002048	EF-hand domain
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	62	74	-	T	13-03-2023	IPR018247	EF-Hand 1, calcium-binding site
sp|P04271|S100B_HUMAN	4361b75531798b65a8a8471278874689	92	SMART	SM01394	S_100_2	4	46	7.1E-22	T	13-03-2023	IPR013787	S100/CaBP-9k-type, calcium binding, subdomain
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	30	52	-	T	13-03-2023	-	-
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	PANTHER	PTHR19300	BETA-1,4-GALACTOSYLTRANSFERASE	82	324	1.7E-82	T	13-03-2023	IPR003859	Beta-1,4-galactosyltransferase
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	FunFam	G3DSA:3.90.550.10:FF:000062	beta-1,4-galactosyltransferase 7 isoform X1	80	327	0.0	T	13-03-2023	-	-
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	Pfam	PF13733	N-terminal region of glycosyl transferase group 7	84	175	9.5E-22	T	13-03-2023	IPR027995	Galactosyltransferase, N-terminal
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	MobiDBLite	mobidb-lite	consensus disorder prediction	63	87	-	T	13-03-2023	-	-
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	1	30	-	T	13-03-2023	-	-
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	PRINTS	PR02050	Beta-1,4-galactosyltransferase family signature	129	148	9.6E-32	T	13-03-2023	IPR003859	Beta-1,4-galactosyltransferase
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	PRINTS	PR02050	Beta-1,4-galactosyltransferase family signature	158	177	9.6E-32	T	13-03-2023	IPR003859	Beta-1,4-galactosyltransferase
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	PRINTS	PR02050	Beta-1,4-galactosyltransferase family signature	194	215	9.6E-32	T	13-03-2023	IPR003859	Beta-1,4-galactosyltransferase
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	PRINTS	PR02050	Beta-1,4-galactosyltransferase family signature	216	234	9.6E-32	T	13-03-2023	IPR003859	Beta-1,4-galactosyltransferase
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	CDD	cd00899	b4GalT	92	315	1.59308E-118	T	13-03-2023	-	-
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	79	327	2.9E-91	T	13-03-2023	IPR029044	Nucleotide-diphospho-sugar transferases
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	Pfam	PF02709	N-terminal domain of galactosyltransferase	182	257	1.1E-25	T	13-03-2023	IPR027791	Galactosyltransferase, C-terminal
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	47	317	1.0E-41	T	13-03-2023	IPR029044	Nucleotide-diphospho-sugar transferases
sp|Q9UBV7|B4GT7_HUMAN	8d746ead143023121fdfcb83653e9acd	327	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	52	327	-	T	13-03-2023	-	-
